,recipe name,total time,cuisine,ingredients,cooking method,servings,Images
madushan,Club sandwich,10 mins,['United States'],"['12 slices white bread','3/4 cup mayonnaise','8 romaine lettuce leaves','16 slices vine-ripened tomatoes','Kosher salt and freshly ground black pepper','16 slices crispy cooked bacon','16 ounces sliced roasted turkey','16 frill picks, or plastic cocktail swords']","['Toast the bread in a toaster, or under a broiler on both sides. Cut the lettuce leaves in half crosswise and form into 8 neat stacks.',
'To make a double-decker club: On a clean work surface, arrange 3 bread slices in a row. Spread 1 tablespoon mayonnaise over 1 side of each bread slice. Place a lettuce stack on top of the first bread slice, top with 2 tomato slices, and season with salt and pepper, to taste. Place 2 slices bacon over the tomatoes (broken to fit neatly if necessary) and top with 1/8 of the turkey (without letting any hang over the sides). Season the turkey with salt and pepper, to taste. Repeat with the second bread slice. Carefully place the second layered bread slice on top of the first layered bread, turkey side-up. Cover with the third bread slice, mayonnaise side-down.',  
'Pin the sandwich's layers together by piercing them with 4 frill picks or cocktail swords through the top bread slice, in 4 places in a diamond-like pattern, all the way to the bottom bread slice. Repeat entire process with the remaining ingredients to form 3 more sandwiches.',
'Using a serrated knife cut each sandwich, diagonally, into 4 triangular pieces (each piece should be secured in the center with a pick or sword). Serve with potato chips and pickles.']",4 Servings,https://img.taste.com.au/OX2Wle32/taste/2016/11/marinated-chicken-club-sandwich-1970-1.jpeg
,Crab cakes,65 mins,['Maryland'],"['2 tablespoons unsalted butter','2 tablespoons olive oil','3/4 cup small diced red onion (1 small onion)','1 1/2 cups small diced celery (4 stalks)','1/2 cup small diced red bell pepper (1 small pepper)','1/2 cup small diced yellow bell pepper (1 small pepper)','1/4 cup minced fresh flat-leaf parsley','1 tablespoon capers', drained','1/4 teaspoon hot pepper sauce (recommended: Tabasco)','1/2 teaspoon Worcestershire sauce','1 1/2 teaspoons crab boil seasoning (recommended: Old Bay)','1/2 teaspoon kosher salt','1/2 teaspoon freshly ground black pepper','1/2 pound lump crabmeat, drained and picked to remove shells','1/2 cup plain dry bread crumbs','1/2 cup good mayonnaise','2 teaspoons Dijon mustard','2 extra-large eggs, lightly beaten','4 tablespoons unsalted butter','1/4 cup olive oil']","['Place the 2 tablespoons butter, 2 tablespoons oil, onion, celery, red and yellow bell peppers, parsley, capers, hot pepper sauce, Worcestershire sauce, crab boil seasoning, salt, and pepper in a large saute pan over medium-low heat and cook until the vegetables are soft, approximately 15 to 20 minutes. Cool to room temperature. In a large bowl, break the lump crabmeat into small pieces and toss with the bread crumbs, mayonnaise, mustard, and eggs. Add the cooked mixture and mix well. Cover and chill in the refrigerator for 30 minutes. Shape into bite-sized crab cakes.', 
'Heat the butter and olive oil for frying over medium heat in a large saute pan. Add the crab cakes and fry for 4 to 5 minutes on each side, until browned. Drain on paper towels; keep them warm in a 250 degree oven and serve hot.']",8 Servings,https://www.jessicagavin.com/wp-content/uploads/2019/01/crab-cakes-7-1200.jpg
,Creme brulee,3hr 30 min,['France'],"['1 quart heavy cream','1 vanilla bean, split and scraped','1 cup vanilla sugar, divided','6 large egg yolks','2 quarts hot water']","['Preheat the oven to 325 degrees F.',  
'Place the cream, vanilla bean and its pulp into a medium saucepan set over medium-high heat and bring to a boil. Remove from the heat, cover and allow to sit for 15 minutes. Remove the vanilla bean and reserve for another use.', 
'In a medium bowl, whisk together 1/2 cup sugar and the egg yolks until well blended and it just starts to lighten in color. Add the cream a little at a time, stirring continually. Pour the liquid into 6 (7 to 8-ounce) ramekins. Place the ramekins into a large cake pan or roasting pan. Pour enough hot water into the pan to come halfway up the sides of the ramekins. Bake just until the creme brulee is set, but still trembling in the center, approximately 40 to 45 minutes.',  
'Remove the ramekins from the roasting pan and refrigerate for at least 2 hours and up to 3 days. Remove the creme brulee from the refrigerator for at least 30 minutes prior to browning the sugar on top. Divide the remaining 1/2 cup vanilla sugar equally among the 6 dishes and spread evenly on top. Using a torch, melt the sugar and form a crispy top. Allow the creme brulee to sit for at least 5 minutes before serving.']",6 Servings,https://www.livewellbakeoften.com/wp-content/uploads/2019/02/Homemade-Creme-Brulee-9.jpg
,Croque madame,20 mins,['France'],"['4 tablespoons butter, divided','1 rounded tablespoon all-purpose flour','1 cup milk','Salt and pepper','1/8 teaspoon fresh grated nutmeg, eyeball it','2 teaspoons Dijon style mustard','2 slices white bread','2 large eggs','4 slices deli ham','4 slices deli Swiss cheese','Chopped parsley leaves, chives or thyme leaves']","['Place a small sauce pot over medium low heat and melt 2 tablespoons butter in it. Whisk in a rounded tablespoon of flour and cook 1 minute or so. Whisk in milk and bring to a bubble then drop heat to low. Season the sauce with salt, pepper, nutmeg and Dijon. When sauce coats back of a spoon, turn off heat.', 
'Heat 1 tablespoon of butter in each of 2 medium nonstick skillets, both over medium low heat. When butter melts add 2 large eggs to the first skillet, keeping the whites separate from each other. To the second skillet add 2 slices bread and toast lightly on first side then turn the bread. Top turned bread liberally with sauce and 2 slices of the ham and the Swiss cheese on each slice of bread. Use a spatula to transfer the eggs to the tops of the open faced sandwiches. Cover the pan with foil and turn off heat. Let pan stand 5 minutes to melt cheese and set sauce and eggs.', 
'Top sandwiches with chopped herb or herbs of choice and serve. Spoon any leftover sauce over top of the eggs before garnishing.'] ",2 servings,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2012/2/17/0/GE0305_Croque-Madam-Sandwich_s4x3.jpg.rend.hgtvcom.616.462.suffix/1402085804011.jpeg
,Cup cakes,35 mins,['United States'],"['110g softened butter','110g golden caster sugar','2 large eggs','½ tsp vanilla extract','110g self-raising flour For the buttercream','150g softened butter','300g icing sugar','1 tsp vanilla extract','3 tbsp milk','food colouring paste of your choice']","['Heat oven to 180C/160C fan/gas 4 and fill a 12 cupcake tray with cases.',
'Using an electric whisk beat 110g softened butter and 110g golden caster sugar together until pale and fluffy then whisk in 2 large eggs, one at a time, scraping down the sides of the bowl after each addition.',
'Add ½ tsp vanilla extract, 110g self-raising flour and a pinch of salt, whisk until just combined then spoon the mixture into the cupcake cases.',
'Bake for 15 mins until golden brown and a skewer inserted into the middle of each cake comes out clean. Leave to cool completely on a wire rack.',
'To make the buttercream, whisk 150g softened butter until super soft then add 300g icing sugar, 1 tsp vanilla extract and a pinch of salt.',
'Whisk together until smooth (start off slowly to avoid an icing sugar cloud) then beat in 3 tbsp milk.',
'If wanting to colour, stir in the food colouring now. Spoon or pipe onto the cooled cupcakes.']",12 Servings,https://cdn.sallysbakingaddiction.com/wp-content/uploads/2017/06/moist-chocolate-cupcakes-5.jpg
,Deviled eggs,35 min,['Rome'],"['6 eggs','1/4 cup mayonnaise','1 teaspoon white vinegar','1 teaspoon yellow mustard','1/8 teaspoon salt','Freshly ground black pepper','Smoked Spanish paprika ']","['Place eggs in a single layer in a saucepan and cover with enough water that there's 1 1/2 inches of water above the eggs. Heat on high until water begins to boil, then cover, turn the heat to low, and cook for 1 minute. Remove from heat and leave covered for 14 minutes, then rinse under cold water continuously for 1 minute.', 
'Crack egg shells and carefully peel under cool running water. Gently dry with paper towels. Slice the eggs in half lengthwise, removing yolks to a medium bowl, and placing the whites on a serving platter. Mash the yolks into a fine crumble using a fork. Add mayonnaise, vinegar, mustard, salt, and pepper, and mix well.', 
'Evenly disperse heaping teaspoons of the yolk mixture into the egg whites. Sprinkle with paprika and serve.']",4 servings,https://www.cookingclassy.com/wp-content/uploads/2020/04/deviled-eggs-1.jpg
,Donuts,2hr 15 mins,['American'],"['1 1/4 c. whole milk','1/4 c.plus 1 tsp. granulated sugar, divided','1 packet (or 2 1/4 tsp.) active dry yeast' ,'4 1/2 c.all-purpose flour, plus more for surface','1/2 tsp. kosher salt','6 tbsp. melted butter','2 large eggs','1 tsp. pure vanilla extract','Canola or vegetable oil, for frying','2 c. powdered sugar'] ","['Grease a large bowl with cooking spray and set aside. In a small, microwave-safe bowl or glass measuring cup, add milk. Microwave until lukewarm, 40 seconds. Add a teaspoon of sugar and stir to dissolve, then sprinkle over yeast and let sit until frothy, about 8 minutes.',
'In a medium bowl, whisk together flour and salt. In a large bowl, whisk together remaining sugar, butter, eggs, and vanilla with a wooden spoon. Pour in yeast mixture, mix to combine, then add in dry ingredients, stirring with a wooden spoon until a shaggy dough forms. Transfer to a lightly floured surface and knead until elastic and only slightly tacky, adding more flour a teaspoon at a time if needed, about 5 minutes.',
'Form into a tight ball then place dough in oiled bowl and cover with a clean dish towel. Let dough rise in a warm spot in your kitchen until doubled in size, about 1 hour.',
'Line a large baking sheet with parchment. Punch down dough, then turn onto a lightly floured work surface and roll out into a ½” thick rectangle. Using a doughnut cutter or 3” and 1” biscuit cutters, punch out your doughnuts. Re-knead scraps together and punch out as well. Place doughnuts and holes onto baking sheets, cover with dish towel, and let rise again, about 40 minutes more.',
'Make glaze: In a large bowl, whisk together milk, powdered sugar, and vanilla until smooth. Set aside.',
'Line a large baking sheet with paper towels. In a large dutch oven over medium heat, heat 2'' oil to 350°. Cook doughnuts, in batches, until deeply golden on both sides, about 1 minute per side. Holes will cook even faster!',
'Transfer doughnuts to paper towel-lined baking sheet to drain and cool slightly. Dip into glaze, then place onto a cooling rack']",16 Servings,https://www.biggerbolderbaking.com/wp-content/uploads/2020/11/Homemade-Dunkin-Donuts-WS-Thumb-scaled.jpg
,Dumplings,20 mins ,['Chinese'],"['1 cup all-purpose flour','2 teaspoons baking powder','1 teaspoon white sugar','½ teaspoon salt','1 tablespoon margarine','½ cup milk']","['Stir together flour, baking powder, sugar, and salt in medium size bowl. Cut in butter until crumbly. Stir in milk to make a soft dough.',
'Drop by spoonfuls into boiling stew. Cover and simmer 15 minutes without lifting lid. Serve.',
'To make parsley dumplings, add 1 tablespoon parsley flakes to the dry ingredients.']",6 Servings,https://images-gmi-pmc.edge-generalmills.com/c1517889-0f2c-4de2-895a-69dbc16cd9d9.jpg
,Edamame,40min,['Chinese'],"['100g frozen edamame beans' , '400g can chickpeas' , 'drained' , '1 small garlic clove ', 'chopped', '1 tsp ground cumin' , 'small handful of parsley' , 'roughly chopped', ' plus extra to serve (optional) ', '1 tbsp plain flour', '1 tbsp olive oil' , 'plus extra for rolling and brushing', '¼ red cabbage' , 'finely shredded', '½ lemon' , 'juiced', '4 flatbreads or wraps', '4 tbsp hummus', '¼ cucumber' , 'chopped', '1 red chilli' , 'thinly sliced (optional) ']

",,"12 Servings
",https://post.medicalnewstoday.com/wp-content/uploads/sites/3/2020/02/280285_2200-1200x628.jpg
,Eggs benedict,20min,['American'],"['8 pieces of bacon or 4 pieces of Canadian bacon', '2 tablespoons chopped parsley', ' for garnish' , '4 eggs  , '2 teaspoons white or rice vinegar' , '2 English muffins' , 'Butter']",,"6 Servings
",https://food.fnr.sndimg.com/content/dam/images/food/fullset/2020/04/03/0/FNM_050120-Classic-Eggs-Benedict_s4x3.jpg.rend.hgtvcom.826.620.suffix/1585941172248.jpeg
,Escargots,30 min,['French'],"['1 small garlic clove', '3/8 teaspoon table salt' , '1 stick (1/2 cup) unsalted butter- softened', '1 1/2 teaspoons finely minced shallot' , '1 tablespoon finely chopped fresh flat-leaf parsley', '1/4 teaspoon black pepper', '1 tablespoon dry white wine',  '12 to 16 snails* (from a 7- to 8-oz can) ', 'About 2 cups kosher salt (for stabilizing snail shells) ']",,4Servings,https://www.cuisinedaubery.com/wp-content/uploads/2020/01/escargots-02_ALTERN03.jpg
,Falafel,30min,['Arabic'],"['1 lb dry chickpeas (also known as garbanzo beans) - you must start with dry-do NOT substitute ','canned- they will not work!', '1/2 tsp baking soda', '1 small onion-roughly choppe ', '1/4 cup chopped fresh parsley', '3-5 cloves garlic (I prefer roasted garlic cloves)', ' 1 1/2 tbsp flour or chickpea flour', ' 1 3/4 tsp salt', ' 2 tsp cumin', ' 1 tsp ground coriander', '1/4 tsp black pepper', ' 1/4 tsp cayenne pepper', 'Pinch of ground cardamom', '1 tsp baking powder (optional - makes the falafel more fluffy)', ' Vegetable oil for frying – grapeseed/sunflower/ avocado/ canola/and peanut oils all work well']",,5 Servings,https://www.indianhealthyrecipes.com/wp-content/uploads/2019/05/falafel-recipe.jpg
,Filet mignon,30min,['French'],"['6 oz filet mignon (170 g)','coarse salt- to taste','freshly ground black pepper(to taste)','1 tablespoon grapeseed oil, or other high-heat/ neutral oil of choice','2 tablespoons unsalted butter','2 sprigs fresh rosemary','1 clove garlic']",,6 Servings,https://hips.hearstapps.com/hmg-prod/images/delish-filet-mignon-horizontal-1541189043.jpeg
,Fish and chips,45min,['French'],"['For the Fish:','7 tablespoons (55 grams) all-purpose flour (divided)','7 tablespoons (55 grams) cornstarch','1 teaspoon baking powder','Sea salt (to taste)','1 pinch black pepper (to taste)','1/3 cup dark beer (cold)','1/3 cup sparkling water (cold)','4 (7-ounce) fish fillets (thick, white fish)','For the Chips:','2 pounds potatoes (peeled)','1 quart (1 liter) vegetable oil (or lard; for frying)']",,8 Servings,https://static.toiimg.com/thumb/59736398.cms?width=1200&height=900
